24309 0.039050925925925926 98.3 168 5394658.0
24317 0.021574074074074075 322.6 89 4539115.5
24322 0.014016203703703704 272.5 57 2398552.5
24323 0.01443287037037037 202.7 57 1791785.0
24324 0.015150462962962963 271.8 62 2640687.0
24325 0.01369212962962963 268.2 56 2398269.0
24326 0.013726851851851851 309.7 57 2692955.2
24327 0.014652777777777778 302.9 60 2916072.0
24328 0.014351851851851852 286.0 59 2721006.2
24329 0.013645833333333333 315.7 56 2840912.0
24331 0.014907407407407407 314.4 62 3137544.0
24332 0.013703703703703704 309.3 57 2677112.0
24333 0.015046296296296295 292.6 61 3166006.2
24335 0.11484953703703704 457.7 497 35196572.0
24336 0.1160763888888889 429.1 497 34779804.0
24337 0.11285879629629629 503.0 497 37740096.0
24338 0.04185185185185185 490.0 184 13536216.0
24339 0.09939814814814815 375.3 422 24419452.0
24340 0.1167824074074074 401.8 497 31925136.0
24341 0.1165625 399.4 497 29978340.0
24342 0.02722222222222222 420.3 117 7256952.5
24343 0.05513888888888889 436.1 238 14994797.0
24344 0.02798611111111111 410.2 119 7791907.5
24345 0.12173611111111111 317.7 497 24703224.0
24346 0.11837962962962963 388.2 497 30629120.0
24347 0.11358796296296296 486.5 497 37985876.0
24348 0.11325231481481482 491.8 497 37359604.0
24349 0.11783564814814815 397.1 497 32857650.0
24350 0.11611111111111111 430.7 497 32337986.0
24351 0.011956018518518519 429.5 52 3097572.5
24353 0.11645833333333333 418.0 497 32026630.0
24355 0.041527777777777775 187.3 196 5159090.0
24357 0.024293981481481482 197.9 117 3201974.8
24358 0.020949074074074075 193.2 100 2644826.8
24359 0.024699074074074075 148.6 115 2493602.5
24360 0.02179398148148148 146.7 135 2812539.5
24361 0.02207175925925926 137.5 102 1992197.5
24362 0.011608796296296296 143.8 54 1036657.4
24364 0.11354166666666667 445.2 497 32306022.0
24365 0.11662037037037037 391.1 497 31619466.0
24366 0.021435185185185186 462.8 94 6330767.0
24367 0.11424768518518519 410.3 497 29833476.0
24368 0.027199074074074073 437.9 119 7871767.5
24371 0.11508101851851851 407.9 497 30635328.0
24372 0.06643518518518518 413.8 289 17652594.0
24374 0.0356712962962963 260.9 146 7971285.5
24376 0.11305555555555556 459.3 497 34489990.0
24377 0.11010416666666667 536.9 497 37870436.0
24378 0.016215277777777776 340.6 67 4481873.0
24383 0.012060185185185186 476.7 52 3560323.8
24385 0.0140625 500.5 63 4405725.5
24386 0.11136574074074074 494.3 497 34761390.0
24387 0.10873842592592593 574.9 497 40939852.0
24388 0.027835648148148148 580.5 128 10490866.0
24389 0.11010416666666667 470.2 497 35039490.0
24390 0.02585648148148148 489.4 116 8028259.0
24391 0.01380787037037037 499.4 62 4395422.5
24392 0.013148148148148148 481.3 58 3965727.5
24393 0.023935185185185184 389.0 177 11544869.0
24395 0.036284722222222225 337.5 259 16908022.0
24397 0.06543981481481481 410.3 497 34116510.0
24398 0.08037037037037037 53.4 498 33214818.0
24436 0.06509259259259259 419.1 497 31478436.0
24437 0.0660300925925926 420.3 497 32174882.0
24438 0.08145833333333333 295.5 497 32646160.0
24439 0.0654050925925926 405.2 497 30626942.0
24440 0.06498842592592592 436.9 497 33661380.0
24441 0.04497685185185185 452.7 346 23126682.0
24442 0.02744212962962963 353.8 204 12578744.0
24443 0.010694444444444444 194.6 75 2161600.0
24444 0.0175 427.5 134 8776102.0
24445 0.04474537037037037 440.2 344 22946780.0
24446 0.010520833333333333 433.5 81 5318311.5
24447 0.058263888888888886 500.3 497 36440876.0
24448 0.061921296296296294 434.3 497 33643252.0
24449 0.06746527777777778 275.1 497 31929578.0
24450 0.04337962962962963 84.5 292 10386384.0
24453 0.06496527777777777 423.4 497 32356004.0
24456 0.021296296296296296 453.5 165 11145874.0
24457 0.06458333333333334 453.9 497 32558590.0
24458 0.02539351851851852 431.2 194 12524352.0
24461 0.03633101851851852 464.6 294 20004842.0
24462 0.015902777777777776 432.7 119 7352652.0
24525 0.07181712962962963 263.6 497 27169206.0
24526 0.06805555555555555 326.1 497 26938354.0
24527 0.05739583333333333 328.6 430 26090124.0
24528 0.05462962962962963 113.5 386 5706846.5
24536 0.05637731481481482 84.7 223 4801772.0
24575 0.022719907407407407 340.2 165 9759115.0
24576 0.03912037037037037 409.2 290 19517470.0
24577 0.06813657407407407 369.2 497 33002876.0
24578 0.06768518518518518 377.1 497 32461826.0
24579 0.029155092592592594 423.3 217 14149257.0
24580 0.06143518518518518 460.5 497 35029930.0
24581 0.06174768518518518 427.2 497 34586640.0
24582 0.06114583333333334 454.8 497 36117156.0
24583 0.06108796296296296 455.5 497 36124870.0
24584 0.061273148148148146 447.2 497 34655836.0
24587 0.06087962962962963 463.6 497 36054904.0
24588 0.0650462962962963 413.3 497 32672722.0
24589 0.0671412037037037 418.6 497 32808608.0
24590 0.06758101851851851 404.8 497 32882272.0
24591 0.03328703703703704 416.6 245 15773513.0
24592 0.03550925925925926 417.1 263 16850974.0
24594 0.0685763888888889 389.0 497 32233184.0
